row_number,reads_t0,reads_t1,reads_t2,reads_t3,reads_t4,reads_t5,reads_t6,reads_t7,freq_t0,freq_t1,freq_t2,freq_t3,freq_t4,freq_t5,freq_t6,freq_t7,freq_mean,freq_std,freq_cv,zero_t0,zero_t1,zero_t2,zero_t3,zero_t4,zero_t5,zero_t6,zero_t7,zero_count
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,8
12,81.0,26.0,2.0,3.0,0.0,0.0,2.0,0.0,1.3648116180852704e-05,4.236059291796057e-06,3.610630997483751e-07,5.620107696250414e-07,0.0,0.0,3.024407269102383e-07,0.0,2.3887112586165524e-06,4.767530580526715e-06,1.9957753310689625,0,0,0,0,1,1,0,1,3
13,315.0,114.0,14.0,11.0,6.0,1.0,8.0,4.0,5.3076007369982735e-05,1.857349074095194e-05,2.5274416982386257e-06,2.0607061552918185e-06,9.60735385293319e-07,1.9111097011368428e-07,1.2097629076409533e-06,5.055139566716405e-07,9.88809614802309e-06,1.8489976555325068e-05,1.869903901433195,0,0,0,0,0,0,0,0,0
14,46.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,7.7507820286324e-06,4.887760721303142e-07,3.610630997483751e-07,1.8733692320834715e-07,1.6012256421555315e-07,1.9111097011368428e-07,3.024407269102383e-07,0.0,1.180204048119864e-06,2.6589355028719356e-06,2.2527547093542726,0,0,0,0,0,0,0,1,1
15,670.0,292.0,80.0,33.0,26.0,8.0,14.0,28.0,0.00011289182519964583,4.757420435401725e-05,1.4442523989935006e-05,6.182118465875455e-06,4.163186669604382e-06,1.5288877609094743e-06,2.117085088371668e-06,3.5385976967014835e-06,2.4054803653132568e-05,3.90279733348622e-05,1.6224539452595046,0,0,0,0,0,0,0,0,0
16,45.0,7.0,8.0,3.0,0.0,4.0,4.0,1.0,7.582286767140391e-06,1.1404775016373999e-06,1.4442523989935004e-06,5.620107696250414e-07,0.0,7.644438804547371e-07,6.048814538204766e-07,1.2637848916791012e-07,1.528091407604932e-06,2.492250944432225e-06,1.6308499917155153,0,0,0,0,1,0,0,0,1
17,1026.0,739.0,285.0,156.0,95.0,11.0,17.0,13.0,0.0001728761382908009,0.00012040183910143408,5.1451491714143455e-05,2.9224560020502153e-05,1.521164360047755e-05,2.102220671250527e-06,2.5707461787370256e-06,1.6429203591828317e-06,4.943519499206606e-05,6.389556913111334e-05,1.2925091099662303,0,0,0,0,0,0,0,0,0
18,644.0,590.0,223.0,117.0,58.0,18.0,10.0,8.0,0.0001085109484008536,9.612596085229513e-05,4.0258535621943825e-05,2.1918420015376614e-05,9.287108724502082e-06,3.439997462046317e-06,1.5122036345511916e-06,1.011027913343281e-06,3.5258025328114e-05,4.354367135744061e-05,1.234996783073997,0,0,0,0,0,0,0,0,0
19,638.0,591.0,473.0,377.0,331.0,180.0,121.0,14.0,0.00010749997683190155,9.62888862096719e-05,8.539142309049071e-05,7.062602004954687e-05,5.3000568755348096e-05,3.439997462046317e-05,1.8297663978069417e-05,1.7692988483507417e-06,5.840922654798031e-05,3.806906500427574e-05,0.6517634640591846,0,0,0,0,0,0,0,0,0
20,562.0,611.0,571.0,663.0,557.0,376.0,295.0,104.0,9.469433695850889e-05,9.954739335720734e-05,0.0001030835149781611,0.00012420438008713415,8.91882682680631e-05,7.185772476274529e-05,4.461000721926015e-05,1.3143362873462653e-05,8.004112356306783e-05,3.577283270037335e-05,0.44693010811093414,0,0,0,0,0,0,0,0,0
21,536.0,546.0,281.0,164.0,81.0,17.0,13.0,10.0,9.031346015971666e-05,8.895724512771719e-05,5.07293655146467e-05,3.072325540616893e-05,1.2969927701459805e-05,3.2488864919326326e-06,1.965864724916549e-06,1.2637848916791013e-06,3.50214737522797e-05,3.7719844283006005e-05,1.0770459531548227,0,0,0,0,0,0,0,0,0
22,380.0,91.0,26.0,16.0,20.0,13.0,8.0,5.0,6.40281993669633e-05,1.4826207521286198e-05,4.693820296728877e-06,2.9973907713335543e-06,3.2024512843110633e-06,2.4844426114778955e-06,1.2097629076409533e-06,6.318924458395506e-07,1.1759270900697676e-05,2.1588655720737976e-05,1.8358682537564261,0,0,0,0,0,0,0,0,0
23,247.0,173.0,36.0,19.0,13.0,3.0,4.0,1.0,4.161832958852615e-05,2.8186086826181452e-05,6.499135795470753e-06,3.5594015409585955e-06,2.081593334802191e-06,5.733329103410528e-07,6.048814538204766e-07,1.2637848916791012e-07,1.0406142492408572e-05,1.567614263634284e-05,1.5064171960031394,0,0,0,0,0,0,0,0,0
24,237.0,30.0,11.0,12.0,9.0,10.0,10.0,6.0,3.993337697360606e-05,4.887760721303142e-06,1.9858470486160633e-06,2.2480430785001654e-06,1.4411030779399784e-06,1.9111097011368426e-06,1.5122036345511916e-06,7.582709350074608e-07,6.834714396332613e-06,1.342942597191969e-05,1.9648559848421894,0,0,0,0,0,0,0,0,0
25,55.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,9.267239382060477e-06,1.955104288521257e-06,0.0,3.746738464166943e-07,0.0,0.0,0.0,0.0,1.4496271896248036e-06,3.2300638455299816e-06,2.228049434849834,0,0,1,0,1,1,1,1,5
26,350.0,93.0,18.0,14.0,5.0,6.0,9.0,4.0,5.897334152220304e-05,1.5152058236039741e-05,3.2495678977353763e-06,2.6227169249168597e-06,8.006128210777658e-07,1.1466658206821055e-06,1.3609832710960723e-06,5.055139566716405e-07,1.0476432556302825e-05,2.0180955467388656e-05,1.9263010312746576,0,0,0,0,0,0,0,0,0
27,336.0,224.0,38.0,24.0,9.0,1.0,1.0,3.0,5.661440786131492e-05,3.6495280052396795e-05,6.860198895219127e-06,4.496086157000331e-06,1.4411030779399784e-06,1.9111097011368428e-07,1.5122036345511916e-07,3.791354675037304e-07,1.3328567855617963e-05,2.1332228827808923e-05,1.600477186384197,0,0,0,0,0,0,0,0,0
28,91.0,40.0,7.0,1.0,4.0,0.0,1.0,4.0,1.533306879577279e-05,6.517014295070856e-06,1.2637208491193128e-06,1.8733692320834715e-07,6.404902568622126e-07,0.0,1.5122036345511916e-07,5.055139566716405e-07,3.074795680020035e-06,5.4018548595068575e-06,1.7567603657603308,0,0,0,0,0,1,0,0,1
29,174.0,58.0,2.0,5.0,1.0,0.0,0.0,0.0,2.931817549960951e-05,9.449670727852742e-06,3.610630997483751e-07,9.366846160417357e-07,1.6012256421555315e-07,0.0,0.0,0.0,5.0282145634334886e-06,1.0334557436034303e-05,2.055272657599517,0,0,0,0,0,1,1,1,3
30,574.0,235.0,71.0,56.0,24.0,24.0,17.0,18.0,9.671628009641298e-05,3.828745898354128e-05,1.2817740041067317e-05,1.0490867699667439e-05,3.842941541173276e-06,4.586663282728422e-06,2.5707461787370256e-06,2.2748128050223824e-06,2.1448438828543763e-05,3.26488373879062e-05,1.5221940127901419,0,0,0,0,0,0,0,0,0
31,114.0,28.0,3.0,10.0,2.0,1.0,1.0,1.0,1.920845981008899e-05,4.5619100065495994e-06,5.415946496225626e-07,1.8733692320834714e-06,3.202451284311063e-07,1.9111097011368428e-07,1.5122036345511916e-07,1.2637848916791012e-07,3.3717860811890555e-06,6.577072478102632e-06,1.9505618872459969,0,0,0,0,0,0,0,0,0
32,52.0,11.0,4.0,28.0,13.0,16.0,11.0,21.0,8.761753597584453e-06,1.7921789311444855e-06,7.221261994967502e-07,5.245433849833719e-06,2.081593334802191e-06,3.0577755218189485e-06,1.6634239980063107e-06,2.653948272526113e-06,3.247279213151621e-06,2.5953567997314547e-06,0.7992158073872221,0,0,0,0,0,0,0,0,0
33,672.0,1115.0,1337.0,1180.0,1036.0,667.0,464.0,49.0,0.00011322881572262985,0.0001816617734751001,0.00024137068218178876,0.00022105756938584962,0.00016588697652731308,0.00012747101706582742,7.01662486431753e-05,6.192545969227596e-06,0.00014087945362136397,7.828597345440262e-05,0.5556943604805032,0,0,0,0,0,0,0,0,0
34,488.0,53.0,33.0,32.0,15.0,11.0,16.0,19.0,8.222568760810024e-05,8.635043940968885e-06,5.95754114584819e-06,5.994781542667109e-06,2.4018384632332973e-06,2.102220671250527e-06,2.4195258152819066e-06,2.4011912941902923e-06,1.4017228810192555e-05,2.766380757068185e-05,1.9735434579066449,0,0,0,0,0,0,0,0,0
35,2144.0,2906.0,2698.0,2411.0,2616.0,1471.0,1330.0,282.0,0.00036125384063886664,0.0004734610885368977,0.00048707412156055805,0.0004516693218553249,0.00041888062798788706,0.0002811242370372296,0.00020112308339530847,3.5638733945350655e-05,0.0003387781318696779,0.00015764497457179715,0.46533383712930065,0,0,0,0,0,0,0,0,0
36,528.0,579.0,562.0,431.0,331.0,201.0,143.0,9.0,8.89654980677806e-05,9.433378192115065e-05,0.0001014587310292934,8.074221390279761e-05,5.3000568755348096e-05,3.841330499285054e-05,2.162451197408204e-05,1.1374064025111912e-06,5.995950213072676e-05,3.7070052988870984e-05,0.6182504831844797,0,0,0,0,0,0,0,0,0
37,110.0,21.0,10.0,4.0,4.0,2.0,6.0,1.0,1.8534478764120954e-05,3.4214325049121996e-06,1.8053154987418757e-06,7.493476928333886e-07,6.404902568622126e-07,3.8222194022736856e-07,9.07322180730715e-07,1.2637848916791012e-07,3.3208734159495786e-06,6.236112730847693e-06,1.877796642664355,0,0,0,0,0,0,0,0,0
38,1546.0,2899.0,3062.0,2594.0,2354.0,1611.0,1062.0,219.0,0.00026049367426664543,0.0004723206110352603,0.0005527876057147623,0.0004859519788024525,0.00037692851616341215,0.00030787977285314536,0.00016059602598933654,2.7676889127772317e-05,0.0003305793842440983,0.00017801584879783457,0.538496359521175,0,0,0,0,0,0,0,0,0
39,1473.0,3090.0,3122.0,2966.0,2723.0,1808.0,1351.0,231.0,0.0002481935201777288,0.0005034393542942237,0.0005636194987072136,0.0005556413142359576,0.00043601374235895124,0.00034552863396554114,0.00020429871102786598,2.919343099778724e-05,0.0003607410257206586,0.0001899138734766398,0.5264547342564441,0,0,0,0,0,0,0,0,0
40,430.0,429.0,201.0,144.0,104.0,21.0,9.0,1.0,7.245296244156373e-05,6.989497831463493e-05,3.62868415247117e-05,2.697651694200199e-05,1.6652746678417527e-05,4.01333037238737e-06,1.3609832710960723e-06,1.2637848916791012e-07,2.8470592254247655e-05,2.92523482511912e-05,1.027454759089215,0,0,0,0,0,0,0,0,0
41,969.0,276.0,50.0,63.0,20.0,23.0,29.0,26.0,0.00016327190838575642,4.496739863598891e-05,9.026577493709379e-06,1.180222616212587e-05,3.2024512843110633e-06,4.395552312614738e-06,4.385390540198456e-06,3.2858407183656633e-06,3.054216819163381e-05,5.541733524894295e-05,1.8144472735696477,0,0,0,0,0,0,0,0,0
42,283.0,104.0,10.0,8.0,6.0,6.0,3.0,7.0,4.768415900223846e-05,1.6944237167184226e-05,1.8053154987418757e-06,1.4986953856667772e-06,9.60735385293319e-07,1.1466658206821055e-06,4.536610903653575e-07,8.846494241753709e-07,8.922264846793436e-06,1.6616528917403885e-05,1.8623458245350295,0,0,0,0,0,0,0,0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,8
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,8
45,413.0,403.0,243.0,154.0,93.0,51.0,30.0,13.0,6.958854299619958e-05,6.565891902283888e-05,4.3869166619427575e-05,2.884988617408546e-05,1.4891398472046443e-05,9.746659475797897e-06,4.536610903653575e-06,1.6429203591828317e-06,2.9848013002904027e-05,2.7053594372067108e-05,0.9063753668258683,0,0,0,0,0,0,0,0,0
46,3928.0,7572.0,10175.0,9322.0,11714.0,9868.0,10641.0,3577.0,0.0006618493871406101,0.0012336708060569131,0.0018369085199698583,0.001746354798148212,0.0018756757172209897,0.0018858830530818363,0.001609135887525923,0.00045205585575361454,0.0014126917531122446,0.0005715616994011846,0.40459049731333835,0,0,0,0,0,0,0,0,0
47,34.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,5.728838890728295e-06,6.517014295070856e-07,0.0,0.0,1.6012256421555315e-07,0.0,0.0,0.0,8.175828605563668e-07,1.997227190514364e-06,2.442545009632968,0,0,1,1,0,1,1,1,5
48,1338.0,2053.0,2099.0,1864.0,1575.0,1221.0,1009.0,1368.0,0.00022544665987630762,0.0003344857586945117,0.0003789357231859197,0.0003491960248603591,0.00025219303863949623,0.0002333464945088085,0.00015258134672621523,0.00017288577318170105,0.0002623838524591649,8.340713418289878e-05,0.31788199469203265,0,0,0,0,0,0,0,0,0
49,522.0,283.0,117.0,77.0,21.0,15.0,14.0,12.0,8.795452649882854e-05,4.610787613762631e-05,2.1122191335279945e-05,1.442494308704273e-05,3.3625738485266163e-06,2.866664551705264e-06,2.117085088371668e-06,1.5165418700149216e-06,2.2434050302174497e-05,3.0510360387425693e-05,1.359996254659504,0,0,0,0,0,0,0,0,0
50,845.0,915.0,494.0,471.0,326.0,122.0,76.0,14.0,0.00014237849596074735,0.00014907670199974584,8.918258563784866e-05,8.82356908311315e-05,5.2199955934270326e-05,2.3315538353869482e-05,1.1492747622589057e-05,1.7692988483507417e-06,6.970637689856912e-05,5.702931759901301e-05,0.8181351308573117,0,0,0,0,0,0,0,0,0
51,690.0,1072.0,1079.0,931.0,796.0,534.0,376.0,95.0,0.000116261730429486,0.00017465598310789895,0.00019479354231424838,0.0001744106755069712,0.0001274575611155803,0.0001020532580407074,5.6858856659124805e-05,1.2005956470951462e-05,0.00011981219545562106,6.277258586178803e-05,0.5239244071159561,0,0,0,0,0,0,0,0,0
52,877.0,1399.0,1102.0,1226.0,1020.0,624.0,469.0,120.0,0.0001477703443284916,0.00022793257497010318,0.0001989457679613547,0.00022967506785343358,0.00016332501549986422,0.00011925324535093898,7.092235046045088e-05,1.5165418700149214e-05,0.0001466237231405983,7.586418900314714e-05,0.5174069764256563,0,0,0,0,0,0,0,0,0
53,203.0,70.0,14.0,10.0,4.0,3.0,2.0,6.0,3.420453808287777e-05,1.1404775016373999e-05,2.5274416982386257e-06,1.8733692320834714e-06,6.404902568622126e-07,5.733329103410528e-07,3.024407269102383e-07,7.582709350074608e-07,6.535582357336855e-06,1.1769278907744646e-05,1.800772783048833,0,0,0,0,0,0,0,0,0
54,887.0,1399.0,1456.0,1267.0,986.0,792.0,551.0,154.0,0.0001494552969434117,0.00022793257497010318,0.0002628539366168171,0.00023735588170497582,0.0001578808483165354,0.00015135988833003795,8.332242026377066e-05,1.946228733185816e-05,0.00016120289180968875,8.19292001640355e-05,0.5082362259179319,0,0,0,0,0,0,0,0,0
55,412.0,413.0,188.0,94.0,38.0,19.0,28.0,10.0,6.942004773470758e-05,6.728817259660659e-05,3.3939931376347264e-05,1.7609670781584632e-05,6.08465744019102e-06,3.631108432160001e-06,4.234170176743336e-06,1.2637848916791013e-06,2.5433942928752442e-05,2.8544477515602353e-05,1.122294147083225,0,0,0,0,0,0,0,0,0
56,605.0,548.0,290.0,206.0,113.0,31.0,19.0,4.0,0.00010193963320266526,8.928309584247072e-05,5.2354149463514394e-05,3.859140618091951e-05,1.8093849756357505e-05,5.924440073524212e-06,2.873186905647264e-06,5.055139566716405e-07,3.869565942272132e-05,3.961525371630429e-05,1.023762146222231,0,0,0,0,0,0,0,0,0
57,1747.0,3240.0,3593.0,3229.0,2752.0,1948.0,1361.0,291.0,0.00029436122182653916,0.0005278781579007393,0.0006486498586979559,0.0006049109250397529,0.0004406572967212023,0.000372284169781457,0.00020581091466241716,3.677614034786185e-05,0.00039141608562224075,0.00020798361940000857,0.5313618267200003,0,0,0,0,0,0,0,0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,8
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,8
60,475.0,175.0,16.0,17.0,4.0,8.0,6.0,9.0,8.003524920870413e-05,2.8511937540934995e-05,2.888504797987001e-06,3.1847276945419012e-06,6.404902568622126e-07,1.5288877609094743e-06,9.07322180730715e-07,1.1374064025111912e-06,1.4854315730397702e-05,2.7971201349566452e-05,1.8830226551642075,0,0,0,0,0,0,0,0,0
61,487.0,146.0,33.0,34.0,17.0,6.0,12.0,11.0,8.205719234660824e-05,2.3787102177008626e-05,5.95754114584819e-06,6.3694553890838025e-06,2.7220835916644038e-06,1.1466658206821055e-06,1.81464436146143e-06,1.3901633808470113e-06,1.5655606026650475e-05,2.7847639996750985e-05,1.778753379077658,0,0,0,0,0,0,0,0,0
62,683.0,468.0,266.0,187.0,190.0,37.0,19.0,8.0,0.00011508226359904193,7.624906725232901e-05,4.802139226653389e-05,3.5032004639960914e-05,3.04232872009551e-05,7.071105894206318e-06,2.873186905647264e-06,1.011027913343281e-06,3.947041695900221e-05,3.9843778722146165e-05,1.0094567234457978,0,0,0,0,0,0,0,0,0
63,1294.0,1410.0,1197.0,1019.0,1391.0,508.0,724.0,266.0,0.00021803286837065924,0.0002297247539012477,0.00021609626519940252,0.00019089632474930573,0.00022273048682383445,9.708437281775161e-05,0.00010948354314150627,3.361667811866409e-05,0.00016470816164029643,7.423085733631568e-05,0.45068083772523315,0,0,0,0,0,0,0,0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,8
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,8
66,108.0,44.0,3.0,3.0,1.0,1.0,3.0,1.0,1.8197488241136938e-05,7.168715724577942e-06,5.415946496225626e-07,5.620107696250414e-07,1.6012256421555315e-07,1.9111097011368428e-07,4.536610903653575e-07,1.2637848916791012e-07,3.4251353123531236e-06,6.431837901945074e-06,1.8777798648602704,0,0,0,0,0,0,0,0,0
67,0.0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,1.629253573767714e-07,3.610630997483751e-07,0.0,1.6012256421555315e-07,7.644438804547371e-07,1.5122036345511916e-07,1.2637848916791012e-07,2.1576921930230826e-07,2.488008925320335e-07,1.1525538163160118,1,0,0,1,0,0,0,0,2
68,495.0,665.0,688.0,693.0,598.0,536.0,405.0,63.0,8.34051544385443e-05,0.00010834536265555299,0.00012420570631344104,0.00012982448778338458,9.575329340090079e-05,0.00010243547998093476,6.124424719932327e-05,7.961844817578338e-06,8.91469470737075e-05,3.941561813069769e-05,0.4421416011470188,0,0,0,0,0,0,0,0,0
69,1552.0,3003.0,3102.0,2857.0,2419.0,1622.0,1275.0,221.0,0.0002615046458355975,0.0004892648482024446,0.0005600088677097298,0.0005352215896062477,0.0003873364828374231,0.00030998199352439586,0.00019280596340527694,2.792964610610814e-05,0.00034550675465340295,0.0001839682057886998,0.5324589174164099,0,0,0,0,0,0,0,0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,8
71,217.0,138.0,92.0,98.0,81.0,162.0,55.0,64.0,3.6563471743765886e-05,2.2483699317994454e-05,1.6608902588425255e-05,1.8359018474418018e-05,1.2969927701459805e-05,3.095997715841685e-05,8.317119990031554e-06,8.088223306746247e-06,1.9293792535157262e-05,1.0272313787323222e-05,0.5324127191340498,0,0,0,0,0,0,0,0,0
72,886.0,84.0,51.0,68.0,41.0,39.0,55.0,50.0,0.0001492868016819197,1.3685730019648798e-05,9.207109043583565e-06,1.2738910778167605e-05,6.565025132837679e-06,7.453327834433686e-06,8.317119990031554e-06,6.318924458395506e-06,2.6696618617377264e-05,4.960843598273291e-05,1.8582222292458854,0,0,0,0,0,0,0,0,0
73,164.0,32.0,4.0,7.0,2.0,1.0,7.0,2.0,2.7633222884689425e-05,5.213611436056685e-06,7.221261994967502e-07,1.3113584624584298e-06,3.202451284311063e-07,1.9111097011368428e-07,1.058542544185834e-06,2.5275697833582023e-07,4.587871825470967e-06,9.456311679989142e-06,2.061109361546358,0,0,0,0,0,0,0,0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,8
75,757.0,546.0,319.0,228.0,222.0,47.0,279.0,40.0,0.00012755091294945059,8.895724512771719e-05,5.758956440986583e-05,4.2712818491503144e-05,3.55472092558528e-05,8.982215595343161e-06,4.2190481403978246e-05,5.055139566716405e-06,5.107319835005342e-05,4.071797140916859e-05,0.7972457766500605,0,0,0,0,0,0,0,0,0
76,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.684952614920087e-07,3.258507147535428e-07,0.0,0.0,1.6012256421555315e-07,0.0,0.0,2.5275697833582023e-07,1.134031898496156e-07,1.3159048998124537e-07,1.1593549939485779,0,0,1,1,0,1,1,0,4
77,1209.0,747.0,197.0,161.0,82.0,18.0,155.0,17.0,0.0002037107711438385,0.00012170524196044825,3.556471532521495e-05,3.016124463654389e-05,1.3130050265675358e-05,3.439997462046317e-06,2.343915633554347e-05,2.148434315854472e-06,5.4162451430645646e-05,7.146874073656345e-05,1.319523154814413,0,0,0,0,0,0,0,0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,8
79,451.0,200.0,64.0,67.0,41.0,21.0,20.0,19.0,7.599136293289592e-05,3.258507147535428e-05,1.1554019191948003e-05,1.2551573854959258e-05,6.565025132837679e-06,4.01333037238737e-06,3.024407269102383e-06,2.4011912941902923e-06,1.8585747690459397e-05,2.5179896987487945e-05,1.3547887299438834,0,0,0,0,0,0,0,0,0
80,296.0,82.0,42.0,40.0,38.0,22.0,251.0,27.0,4.9874597401634574e-05,1.3359879304895255e-05,7.5823250947158775e-06,7.493476928333886e-06,6.08465744019102e-06,4.204441342501054e-06,3.795631122723491e-05,3.412219207533573e-06,1.624598849338002e-05,1.762779355524204e-05,1.085048475663852,0,0,0,0,0,0,0,0,0
81,356.0,99.0,31.0,20.0,16.0,6.0,30.0,7.0,5.9984313091155094e-05,1.6129610380300368e-05,5.596478046099814e-06,3.746738464166943e-06,2.5619610274488503e-06,1.1466658206821055e-06,4.536610903653575e-06,8.846494241753709e-07,1.1823378394710266e-05,2.0051877291047826e-05,1.6959372378959885,0,0,0,0,0,0,0,0,0
82,557.0,221.0,77.0,78.0,38.0,9.0,11.0,9.0,9.385186065104883e-05,3.600650398026648e-05,1.3900929340312443e-05,1.4612280010251077e-05,6.08465744019102e-06,1.7199987310231585e-06,1.6634239980063107e-06,1.1374064025111912e-06,2.1122132569201316e-05,3.1591773093912255e-05,1.4956644848223455,0,0,0,0,0,0,0,0,0
83,498.0,223.0,104.0,88.0,94.0,14.0,18.0,6.0,8.391064022302032e-05,3.633235469502002e-05,1.8775281186915507e-05,1.6485649242334548e-05,1.5051521036261996e-05,2.67555358159158e-06,2.7219665421921447e-06,7.582709350074608e-07,2.2088904680292945e-05,2.7577570141203736e-05,1.2484750010401102,0,0,0,0,0,0,0,0,0
84,710.0,1302.0,1650.0,1844.0,1887.0,2573.0,3451.0,1371.0,0.00011963163565932617,0.00021212881530455638,0.00029787705729240947,0.00034544928639619214,0.0003021512786747488,0.0004917285261025096,0.0005218614742836162,0.00017326490864920477,0.00030801162279532043,0.00014335744564261584,0.465428537399791,0,0,0,0,0,0,0,0,0
85,295.0,84.0,13.0,25.0,12.0,7.0,12.0,6.0,4.9706102140142564e-05,1.3685730019648798e-05,2.3469101483644384e-06,4.683423080208678e-06,1.921470770586638e-06,1.33777679079579e-06,1.81464436146143e-06,7.582709350074608e-07,9.531791030776976e-06,1.676709157302822e-05,1.7590519571499423,0,0,0,0,0,0,0,0,0
